item_id,item_code,item_category,standard_cost,lead_time_days
2197,ITEM_002197,Gas,543.5,14
2198,ITEM_002198,Equipment,549.0,15
2199,ITEM_002199,Packaging,554.5,16
2200,ITEM_002200,Wafer,10.0,17
2201,ITEM_002201,Chemical,15.5,18
2202,ITEM_002202,Gas,21.0,19
2203,ITEM_002203,Equipment,26.5,20
2204,ITEM_002204,Packaging,32.0,21
2205,ITEM_002205,Wafer,37.5,22
2206,ITEM_002206,Chemical,43.0,23
2207,ITEM_002207,Gas,48.5,24
2208,ITEM_002208,Equipment,54.0,25
2209,ITEM_002209,Packaging,59.5,26
2210,ITEM_002210,Wafer,65.0,27
2211,ITEM_002211,Chemical,70.5,28
2212,ITEM_002212,Gas,76.0,29
2213,ITEM_002213,Equipment,81.5,30
2214,ITEM_002214,Packaging,87.0,31
2215,ITEM_002215,Wafer,92.5,32
2216,ITEM_002216,Chemical,98.0,33
2217,ITEM_002217,Gas,103.5,34
2218,ITEM_002218,Equipment,109.0,35
2219,ITEM_002219,Packaging,114.5,36
2220,ITEM_002220,Wafer,120.0,7
2221,ITEM_002221,Chemical,125.5,8
2222,ITEM_002222,Gas,131.0,9
2223,ITEM_002223,Equipment,136.5,10
2224,ITEM_002224,Packaging,142.0,11
2225,ITEM_002225,Wafer,147.5,12
2226,ITEM_002226,Chemical,153.0,13
2227,ITEM_002227,Gas,158.5,14
2228,ITEM_002228,Equipment,164.0,15
2229,ITEM_002229,Packaging,169.5,16
2230,ITEM_002230,Wafer,175.0,17
2231,ITEM_002231,Chemical,180.5,18
2232,ITEM_002232,Gas,186.0,19
2233,ITEM_002233,Equipment,191.5,20
2234,ITEM_002234,Packaging,197.0,21
2235,ITEM_002235,Wafer,202.5,22
2236,ITEM_002236,Chemical,208.0,23
2237,ITEM_002237,Gas,213.5,24
2238,ITEM_002238,Equipment,219.0,25
2239,ITEM_002239,Packaging,224.5,26
2240,ITEM_002240,Wafer,230.0,27
2241,ITEM_002241,Chemical,235.5,28
2242,ITEM_002242,Gas,241.0,29
2243,ITEM_002243,Equipment,246.5,30
2244,ITEM_002244,Packaging,252.0,31
2245,ITEM_002245,Wafer,257.5,32
2246,ITEM_002246,Chemical,263.0,33
2247,ITEM_002247,Gas,268.5,34
2248,ITEM_002248,Equipment,274.0,35
2249,ITEM_002249,Packaging,279.5,36
2250,ITEM_002250,Wafer,285.0,7
2251,ITEM_002251,Chemical,290.5,8
2252,ITEM_002252,Gas,296.0,9
2253,ITEM_002253,Equipment,301.5,10
2254,ITEM_002254,Packaging,307.0,11
2255,ITEM_002255,Wafer,312.5,12
2256,ITEM_002256,Chemical,318.0,13
2257,ITEM_002257,Gas,323.5,14
2258,ITEM_002258,Equipment,329.0,15
2259,ITEM_002259,Packaging,334.5,16
2260,ITEM_002260,Wafer,340.0,17
2261,ITEM_002261,Chemical,345.5,18
2262,ITEM_002262,Gas,351.0,19
2263,ITEM_002263,Equipment,356.5,20
2264,ITEM_002264,Packaging,362.0,21
2265,ITEM_002265,Wafer,367.5,22
2266,ITEM_002266,Chemical,373.0,23
2267,ITEM_002267,Gas,378.5,24
2268,ITEM_002268,Equipment,384.0,25
2269,ITEM_002269,Packaging,389.5,26
2270,ITEM_002270,Wafer,395.0,27
2271,ITEM_002271,Chemical,400.5,28
2272,ITEM_002272,Gas,406.0,29
2273,ITEM_002273,Equipment,411.5,30
2274,ITEM_002274,Packaging,417.0,31
2275,ITEM_002275,Wafer,422.5,32
2276,ITEM_002276,Chemical,428.0,33
2277,ITEM_002277,Gas,433.5,34
2278,ITEM_002278,Equipment,439.0,35
2279,ITEM_002279,Packaging,444.5,36
2280,ITEM_002280,Wafer,450.0,7
2281,ITEM_002281,Chemical,455.5,8
2282,ITEM_002282,Gas,461.0,9
2283,ITEM_002283,Equipment,466.5,10
2284,ITEM_002284,Packaging,472.0,11
2285,ITEM_002285,Wafer,477.5,12
2286,ITEM_002286,Chemical,483.0,13
2287,ITEM_002287,Gas,488.5,14
2288,ITEM_002288,Equipment,494.0,15
2289,ITEM_002289,Packaging,499.5,16
2290,ITEM_002290,Wafer,505.0,17
2291,ITEM_002291,Chemical,510.5,18
2292,ITEM_002292,Gas,516.0,19
2293,ITEM_002293,Equipment,521.5,20
2294,ITEM_002294,Packaging,527.0,21
2295,ITEM_002295,Wafer,532.5,22
2296,ITEM_002296,Chemical,538.0,23
2297,ITEM_002297,Gas,543.5,24
2298,ITEM_002298,Equipment,549.0,25
2299,ITEM_002299,Packaging,554.5,26
2300,ITEM_002300,Wafer,10.0,27
2301,ITEM_002301,Chemical,15.5,28
2302,ITEM_002302,Gas,21.0,29
2303,ITEM_002303,Equipment,26.5,30
2304,ITEM_002304,Packaging,32.0,31
2305,ITEM_002305,Wafer,37.5,32
2306,ITEM_002306,Chemical,43.0,33
2307,ITEM_002307,Gas,48.5,34
2308,ITEM_002308,Equipment,54.0,35
2309,ITEM_002309,Packaging,59.5,36
2310,ITEM_002310,Wafer,65.0,7
2311,ITEM_002311,Chemical,70.5,8
2312,ITEM_002312,Gas,76.0,9
2313,ITEM_002313,Equipment,81.5,10
2314,ITEM_002314,Packaging,87.0,11
2315,ITEM_002315,Wafer,92.5,12
2316,ITEM_002316,Chemical,98.0,13
2317,ITEM_002317,Gas,103.5,14
2318,ITEM_002318,Equipment,109.0,15
2319,ITEM_002319,Packaging,114.5,16
2320,ITEM_002320,Wafer,120.0,17
2321,ITEM_002321,Chemical,125.5,18
2322,ITEM_002322,Gas,131.0,19
2323,ITEM_002323,Equipment,136.5,20
2324,ITEM_002324,Packaging,142.0,21
2325,ITEM_002325,Wafer,147.5,22
2326,ITEM_002326,Chemical,153.0,23
2327,ITEM_002327,Gas,158.5,24
2328,ITEM_002328,Equipment,164.0,25
2329,ITEM_002329,Packaging,169.5,26
2330,ITEM_002330,Wafer,175.0,27
2331,ITEM_002331,Chemical,180.5,28
2332,ITEM_002332,Gas,186.0,29
2333,ITEM_002333,Equipment,191.5,30
2334,ITEM_002334,Packaging,197.0,31
2335,ITEM_002335,Wafer,202.5,32
2336,ITEM_002336,Chemical,208.0,33
2337,ITEM_002337,Gas,213.5,34
2338,ITEM_002338,Equipment,219.0,35
2339,ITEM_002339,Packaging,224.5,36
2340,ITEM_002340,Wafer,230.0,7
2341,ITEM_002341,Chemical,235.5,8
2342,ITEM_002342,Gas,241.0,9
2343,ITEM_002343,Equipment,246.5,10
2344,ITEM_002344,Packaging,252.0,11
2345,ITEM_002345,Wafer,257.5,12
2346,ITEM_002346,Chemical,263.0,13
2347,ITEM_002347,Gas,268.5,14
2348,ITEM_002348,Equipment,274.0,15
2349,ITEM_002349,Packaging,279.5,16
2350,ITEM_002350,Wafer,285.0,17
2351,ITEM_002351,Chemical,290.5,18
2352,ITEM_002352,Gas,296.0,19
2353,ITEM_002353,Equipment,301.5,20
2354,ITEM_002354,Packaging,307.0,21
2355,ITEM_002355,Wafer,312.5,22
2356,ITEM_002356,Chemical,318.0,23
2357,ITEM_002357,Gas,323.5,24
2358,ITEM_002358,Equipment,329.0,25
2359,ITEM_002359,Packaging,334.5,26
2360,ITEM_002360,Wafer,340.0,27
2361,ITEM_002361,Chemical,345.5,28
2362,ITEM_002362,Gas,351.0,29
2363,ITEM_002363,Equipment,356.5,30
2364,ITEM_002364,Packaging,362.0,31
2365,ITEM_002365,Wafer,367.5,32
2366,ITEM_002366,Chemical,373.0,33
2367,ITEM_002367,Gas,378.5,34
2368,ITEM_002368,Equipment,384.0,35
2369,ITEM_002369,Packaging,389.5,36
2370,ITEM_002370,Wafer,395.0,7
2371,ITEM_002371,Chemical,400.5,8
2372,ITEM_002372,Gas,406.0,9
2373,ITEM_002373,Equipment,411.5,10
2374,ITEM_002374,Packaging,417.0,11
2375,ITEM_002375,Wafer,422.5,12
2376,ITEM_002376,Chemical,428.0,13
2377,ITEM_002377,Gas,433.5,14
2378,ITEM_002378,Equipment,439.0,15
2379,ITEM_002379,Packaging,444.5,16
2380,ITEM_002380,Wafer,450.0,17
2381,ITEM_002381,Chemical,455.5,18
2382,ITEM_002382,Gas,461.0,19
2383,ITEM_002383,Equipment,466.5,20
2384,ITEM_002384,Packaging,472.0,21
2385,ITEM_002385,Wafer,477.5,22
2386,ITEM_002386,Chemical,483.0,23
2387,ITEM_002387,Gas,488.5,24
2388,ITEM_002388,Equipment,494.0,25
2389,ITEM_002389,Packaging,499.5,26
2390,ITEM_002390,Wafer,505.0,27
2391,ITEM_002391,Chemical,510.5,28
2392,ITEM_002392,Gas,516.0,29
2393,ITEM_002393,Equipment,521.5,30
2394,ITEM_002394,Packaging,527.0,31
2395,ITEM_002395,Wafer,532.5,32
2396,ITEM_002396,Chemical,538.0,33
2397,ITEM_002397,Gas,543.5,34
2398,ITEM_002398,Equipment,549.0,35
2399,ITEM_002399,Packaging,554.5,36
2400,ITEM_002400,Wafer,10.0,7
2401,ITEM_002401,Chemical,15.5,8
2402,ITEM_002402,Gas,21.0,9
2403,ITEM_002403,Equipment,26.5,10
2404,ITEM_002404,Packaging,32.0,11
2405,ITEM_002405,Wafer,37.5,12
2406,ITEM_002406,Chemical,43.0,13
2407,ITEM_002407,Gas,48.5,14
2408,ITEM_002408,Equipment,54.0,15
2409,ITEM_002409,Packaging,59.5,16
2410,ITEM_002410,Wafer,65.0,17
2411,ITEM_002411,Chemical,70.5,18
2412,ITEM_002412,Gas,76.0,19
2413,ITEM_002413,Equipment,81.5,20
2414,ITEM_002414,Packaging,87.0,21
2415,ITEM_002415,Wafer,92.5,22
2416,ITEM_002416,Chemical,98.0,23
2417,ITEM_002417,Gas,103.5,24
2418,ITEM_002418,Equipment,109.0,25
2419,ITEM_002419,Packaging,114.5,26
2420,ITEM_002420,Wafer,120.0,27
2421,ITEM_002421,Chemical,125.5,28
2422,ITEM_002422,Gas,131.0,29
2423,ITEM_002423,Equipment,136.5,30
2424,ITEM_002424,Packaging,142.0,31
2425,ITEM_002425,Wafer,147.5,32
2426,ITEM_002426,Chemical,153.0,33
2427,ITEM_002427,Gas,158.5,34
2428,ITEM_002428,Equipment,164.0,35
2429,ITEM_002429,Packaging,169.5,36
2430,ITEM_002430,Wafer,175.0,7
2431,ITEM_002431,Chemical,180.5,8
2432,ITEM_002432,Gas,186.0,9
2433,ITEM_002433,Equipment,191.5,10
2434,ITEM_002434,Packaging,197.0,11
2435,ITEM_002435,Wafer,202.5,12
2436,ITEM_002436,Chemical,208.0,13
2437,ITEM_002437,Gas,213.5,14
2438,ITEM_002438,Equipment,219.0,15
2439,ITEM_002439,Packaging,224.5,16
2440,ITEM_002440,Wafer,230.0,17
2441,ITEM_002441,Chemical,235.5,18
2442,ITEM_002442,Gas,241.0,19
2443,ITEM_002443,Equipment,246.5,20
2444,ITEM_002444,Packaging,252.0,21
2445,ITEM_002445,Wafer,257.5,22
2446,ITEM_002446,Chemical,263.0,23
2447,ITEM_002447,Gas,268.5,24
2448,ITEM_002448,Equipment,274.0,25
2449,ITEM_002449,Packaging,279.5,26
2450,ITEM_002450,Wafer,285.0,27
2451,ITEM_002451,Chemical,290.5,28
2452,ITEM_002452,Gas,296.0,29
2453,ITEM_002453,Equipment,301.5,30
2454,ITEM_002454,Packaging,307.0,31
2455,ITEM_002455,Wafer,312.5,32
2456,ITEM_002456,Chemical,318.0,33
2457,ITEM_002457,Gas,323.5,34
2458,ITEM_002458,Equipment,329.0,35
2459,ITEM_002459,Packaging,334.5,36
2460,ITEM_002460,Wafer,340.0,7
2461,ITEM_002461,Chemical,345.5,8
2462,ITEM_002462,Gas,351.0,9
2463,ITEM_002463,Equipment,356.5,10
2464,ITEM_002464,Packaging,362.0,11
2465,ITEM_002465,Wafer,367.5,12
2466,ITEM_002466,Chemical,373.0,13
2467,ITEM_002467,Gas,378.5,14
2468,ITEM_002468,Equipment,384.0,15
2469,ITEM_002469,Packaging,389.5,16
2470,ITEM_002470,Wafer,395.0,17
2471,ITEM_002471,Chemical,400.5,18
2472,ITEM_002472,Gas,406.0,19
2473,ITEM_002473,Equipment,411.5,20
2474,ITEM_002474,Packaging,417.0,21
2475,ITEM_002475,Wafer,422.5,22
2476,ITEM_002476,Chemical,428.0,23
2477,ITEM_002477,Gas,433.5,24
2478,ITEM_002478,Equipment,439.0,25
2479,ITEM_002479,Packaging,444.5,26
2480,ITEM_002480,Wafer,450.0,27
2481,ITEM_002481,Chemical,455.5,28
2482,ITEM_002482,Gas,461.0,29
2483,ITEM_002483,Equipment,466.5,30
2484,ITEM_002484,Packaging,472.0,31
2485,ITEM_002485,Wafer,477.5,32
2486,ITEM_002486,Chemical,483.0,33
2487,ITEM_002487,Gas,488.5,34
2488,ITEM_002488,Equipment,494.0,35
2489,ITEM_002489,Packaging,499.5,36
2490,ITEM_002490,Wafer,505.0,7
2491,ITEM_002491,Chemical,510.5,8
2492,ITEM_002492,Gas,516.0,9
2493,ITEM_002493,Equipment,521.5,10
2494,ITEM_002494,Packaging,527.0,11
2495,ITEM_002495,Wafer,532.5,12
2496,ITEM_002496,Chemical,538.0,13
2497,ITEM_002497,Gas,543.5,14
2498,ITEM_002498,Equipment,549.0,15
2499,ITEM_002499,Packaging,554.5,16
2500,ITEM_002500,Wafer,10.0,17
2501,ITEM_002501,Chemical,15.5,18
2502,ITEM_002502,Gas,21.0,19
2503,ITEM_002503,Equipment,26.5,20
2504,ITEM_002504,Packaging,32.0,21
2505,ITEM_002505,Wafer,37.5,22
2506,ITEM_002506,Chemical,43.0,23
2507,ITEM_002507,Gas,48.5,24
2508,ITEM_002508,Equipment,54.0,25
2509,ITEM_002509,Packaging,59.5,26
2510,ITEM_002510,Wafer,65.0,27
2511,ITEM_002511,Chemical,70.5,28
2512,ITEM_002512,Gas,76.0,29
2513,ITEM_002513,Equipment,81.5,30
2514,ITEM_002514,Packaging,87.0,31
2515,ITEM_002515,Wafer,92.5,32
2516,ITEM_002516,Chemical,98.0,33
2517,ITEM_002517,Gas,103.5,34
2518,ITEM_002518,Equipment,109.0,35
2519,ITEM_002519,Packaging,114.5,36
2520,ITEM_002520,Wafer,120.0,7
2521,ITEM_002521,Chemical,125.5,8
2522,ITEM_002522,Gas,131.0,9
2523,ITEM_002523,Equipment,136.5,10
2524,ITEM_002524,Packaging,142.0,11
2525,ITEM_002525,Wafer,147.5,12
2526,ITEM_002526,Chemical,153.0,13
2527,ITEM_002527,Gas,158.5,14
2528,ITEM_002528,Equipment,164.0,15
2529,ITEM_002529,Packaging,169.5,16
2530,ITEM_002530,Wafer,175.0,17
2531,ITEM_002531,Chemical,180.5,18
2532,ITEM_002532,Gas,186.0,19
2533,ITEM_002533,Equipment,191.5,20
2534,ITEM_002534,Packaging,197.0,21
2535,ITEM_002535,Wafer,202.5,22
2536,ITEM_002536,Chemical,208.0,23
2537,ITEM_002537,Gas,213.5,24
2538,ITEM_002538,Equipment,219.0,25
2539,ITEM_002539,Packaging,224.5,26
2540,ITEM_002540,Wafer,230.0,27
2541,ITEM_002541,Chemical,235.5,28
2542,ITEM_002542,Gas,241.0,29
2543,ITEM_002543,Equipment,246.5,30
2544,ITEM_002544,Packaging,252.0,31
2545,ITEM_002545,Wafer,257.5,32
2546,ITEM_002546,Chemical,263.0,33
2547,ITEM_002547,Gas,268.5,34
2548,ITEM_002548,Equipment,274.0,35
2549,ITEM_002549,Packaging,279.5,36
2550,ITEM_002550,Wafer,285.0,7
2551,ITEM_002551,Chemical,290.5,8
2552,ITEM_002552,Gas,296.0,9
2553,ITEM_002553,Equipment,301.5,10
2554,ITEM_002554,Packaging,307.0,11
2555,ITEM_002555,Wafer,312.5,12
2556,ITEM_002556,Chemical,318.0,13
2557,ITEM_002557,Gas,323.5,14
2558,ITEM_002558,Equipment,329.0,15
2559,ITEM_002559,Packaging,334.5,16
2560,ITEM_002560,Wafer,340.0,17
2561,ITEM_002561,Chemical,345.5,18
2562,ITEM_002562,Gas,351.0,19
2563,ITEM_002563,Equipment,356.5,20
2564,ITEM_002564,Packaging,362.0,21
2565,ITEM_002565,Wafer,367.5,22
2566,ITEM_002566,Chemical,373.0,23
2567,ITEM_002567,Gas,378.5,24
2568,ITEM_002568,Equipment,384.0,25
2569,ITEM_002569,Packaging,389.5,26
2570,ITEM_002570,Wafer,395.0,27
2571,ITEM_002571,Chemical,400.5,28
2572,ITEM_002572,Gas,406.0,29
2573,ITEM_002573,Equipment,411.5,30
2574,ITEM_002574,Packaging,417.0,31
2575,ITEM_002575,Wafer,422.5,32
2576,ITEM_002576,Chemical,428.0,33
2577,ITEM_002577,Gas,433.5,34
2578,ITEM_002578,Equipment,439.0,35
2579,ITEM_002579,Packaging,444.5,36
2580,ITEM_002580,Wafer,450.0,7
2581,ITEM_002581,Chemical,455.5,8
2582,ITEM_002582,Gas,461.0,9
2583,ITEM_002583,Equipment,466.5,10
2584,ITEM_002584,Packaging,472.0,11
2585,ITEM_002585,Wafer,477.5,12
2586,ITEM_002586,Chemical,483.0,13
2587,ITEM_002587,Gas,488.5,14
2588,ITEM_002588,Equipment,494.0,15
2589,ITEM_002589,Packaging,499.5,16
2590,ITEM_002590,Wafer,505.0,17
2591,ITEM_002591,Chemical,510.5,18
2592,ITEM_002592,Gas,516.0,19
2593,ITEM_002593,Equipment,521.5,20
2594,ITEM_002594,Packaging,527.0,21
2595,ITEM_002595,Wafer,532.5,22
2596,ITEM_002596,Chemical,538.0,23
2597,ITEM_002597,Gas,543.5,24
2598,ITEM_002598,Equipment,549.0,25
2599,ITEM_002599,Packaging,554.5,26
2600,ITEM_002600,Wafer,10.0,27
2601,ITEM_002601,Chemical,15.5,28
2602,ITEM_002602,Gas,21.0,29
2603,ITEM_002603,Equipment,26.5,30
2604,ITEM_002604,Packaging,32.0,31
2605,ITEM_002605,Wafer,37.5,32
2606,ITEM_002606,Chemical,43.0,33
2607,ITEM_002607,Gas,48.5,34
2608,ITEM_002608,Equipment,54.0,35
2609,ITEM_002609,Packaging,59.5,36
2610,ITEM_002610,Wafer,65.0,7
2611,ITEM_002611,Chemical,70.5,8
2612,ITEM_002612,Gas,76.0,9
2613,ITEM_002613,Equipment,81.5,10
2614,ITEM_002614,Packaging,87.0,11
2615,ITEM_002615,Wafer,92.5,12
2616,ITEM_002616,Chemical,98.0,13
2617,ITEM_002617,Gas,103.5,14
2618,ITEM_002618,Equipment,109.0,15
2619,ITEM_002619,Packaging,114.5,16
2620,ITEM_002620,Wafer,120.0,17
2621,ITEM_002621,Chemical,125.5,18
2622,ITEM_002622,Gas,131.0,19
2623,ITEM_002623,Equipment,136.5,20
2624,ITEM_002624,Packaging,142.0,21
2625,ITEM_002625,Wafer,147.5,22
2626,ITEM_002626,Chemical,153.0,23
2627,ITEM_002627,Gas,158.5,24
2628,ITEM_002628,Equipment,164.0,25
2629,ITEM_002629,Packaging,169.5,26
2630,ITEM_002630,Wafer,175.0,27
2631,ITEM_002631,Chemical,180.5,28
2632,ITEM_002632,Gas,186.0,29
2633,ITEM_002633,Equipment,191.5,30
2634,ITEM_002634,Packaging,197.0,31
2635,ITEM_002635,Wafer,202.5,32
2636,ITEM_002636,Chemical,208.0,33
2637,ITEM_002637,Gas,213.5,34
2638,ITEM_002638,Equipment,219.0,35
2639,ITEM_002639,Packaging,224.5,36
2640,ITEM_002640,Wafer,230.0,7
2641,ITEM_002641,Chemical,235.5,8
2642,ITEM_002642,Gas,241.0,9
2643,ITEM_002643,Equipment,246.5,10
2644,ITEM_002644,Packaging,252.0,11
2645,ITEM_002645,Wafer,257.5,12
2646,ITEM_002646,Chemical,263.0,13
2647,ITEM_002647,Gas,268.5,14
2648,ITEM_002648,Equipment,274.0,15
2649,ITEM_002649,Packaging,279.5,16
2650,ITEM_002650,Wafer,285.0,17
2651,ITEM_002651,Chemical,290.5,18
2652,ITEM_002652,Gas,296.0,19
2653,ITEM_002653,Equipment,301.5,20
2654,ITEM_002654,Packaging,307.0,21
2655,ITEM_002655,Wafer,312.5,22
2656,ITEM_002656,Chemical,318.0,23
2657,ITEM_002657,Gas,323.5,24
2658,ITEM_002658,Equipment,329.0,25
2659,ITEM_002659,Packaging,334.5,26
2660,ITEM_002660,Wafer,340.0,27
2661,ITEM_002661,Chemical,345.5,28
2662,ITEM_002662,Gas,351.0,29
2663,ITEM_002663,Equipment,356.5,30
2664,ITEM_002664,Packaging,362.0,31
2665,ITEM_002665,Wafer,367.5,32
2666,ITEM_002666,Chemical,373.0,33
2667,ITEM_002667,Gas,378.5,34
2668,ITEM_002668,Equipment,384.0,35
2669,ITEM_002669,Packaging,389.5,36
2670,ITEM_002670,Wafer,395.0,7
2671,ITEM_002671,Chemical,400.5,8
2672,ITEM_002672,Gas,406.0,9
2673,ITEM_002673,Equipment,411.5,10
2674,ITEM_002674,Packaging,417.0,11
2675,ITEM_002675,Wafer,422.5,12
2676,ITEM_002676,Chemical,428.0,13
2677,ITEM_002677,Gas,433.5,14
2678,ITEM_002678,Equipment,439.0,15
2679,ITEM_002679,Packaging,444.5,16
2680,ITEM_002680,Wafer,450.0,17
2681,ITEM_002681,Chemical,455.5,18
2682,ITEM_002682,Gas,461.0,19
2683,ITEM_002683,Equipment,466.5,20
2684,ITEM_002684,Packaging,472.0,21
2685,ITEM_002685,Wafer,477.5,22
2686,ITEM_002686,Chemical,483.0,23
2687,ITEM_002687,Gas,488.5,24
2688,ITEM_002688,Equipment,494.0,25
2689,ITEM_002689,Packaging,499.5,26
2690,ITEM_002690,Wafer,505.0,27
2691,ITEM_002691,Chemical,510.5,28
2692,ITEM_002692,Gas,516.0,29
2693,ITEM_002693,Equipment,521.5,30
2694,ITEM_002694,Packaging,527.0,31
2695,ITEM_002695,Wafer,532.5,32
2696,ITEM_002696,Chemical,538.0,33
2697,ITEM_002697,Gas,543.5,34
2698,ITEM_002698,Equipment,549.0,35
2699,ITEM_002699,Packaging,554.5,36
2700,ITEM_002700,Wafer,10.0,7
2701,ITEM_002701,Chemical,15.5,8
2702,ITEM_002702,Gas,21.0,9
2703,ITEM_002703,Equipment,26.5,10
2704,ITEM_002704,Packaging,32.0,11
2705,ITEM_002705,Wafer,37.5,12
2706,ITEM_002706,Chemical,43.0,13
2707,ITEM_002707,Gas,48.5,14
2708,ITEM_002708,Equipment,54.0,15
2709,ITEM_002709,Packaging,59.5,16
2710,ITEM_002710,Wafer,65.0,17
2711,ITEM_002711,Chemical,70.5,18
2712,ITEM_002712,Gas,76.0,19
2713,ITEM_002713,Equipment,81.5,20
2714,ITEM_002714,Packaging,87.0,21
2715,ITEM_002715,Wafer,92.5,22
2716,ITEM_002716,Chemical,98.0,23
2717,ITEM_002717,Gas,103.5,24
2718,ITEM_002718,Equipment,109.0,25
2719,ITEM_002719,Packaging,114.5,26
2720,ITEM_002720,Wafer,120.0,27
2721,ITEM_002721,Chemical,125.5,28
2722,ITEM_002722,Gas,131.0,29
2723,ITEM_002723,Equipment,136.5,30
2724,ITEM_002724,Packaging,142.0,31
2725,ITEM_002725,Wafer,147.5,32
2726,ITEM_002726,Chemical,153.0,33
2727,ITEM_002727,Gas,158.5,34
2728,ITEM_002728,Equipment,164.0,35
2729,ITEM_002729,Packaging,169.5,36
2730,ITEM_002730,Wafer,175.0,7
2731,ITEM_002731,Chemical,180.5,8
2732,ITEM_002732,Gas,186.0,9
2733,ITEM_002733,Equipment,191.5,10
2734,ITEM_002734,Packaging,197.0,11
2735,ITEM_002735,Wafer,202.5,12
2736,ITEM_002736,Chemical,208.0,13
2737,ITEM_002737,Gas,213.5,14
2738,ITEM_002738,Equipment,219.0,15
2739,ITEM_002739,Packaging,224.5,16
2740,ITEM_002740,Wafer,230.0,17
2741,ITEM_002741,Chemical,235.5,18
2742,ITEM_002742,Gas,241.0,19
2743,ITEM_002743,Equipment,246.5,20
2744,ITEM_002744,Packaging,252.0,21
2745,ITEM_002745,Wafer,257.5,22
2746,ITEM_002746,Chemical,263.0,23
2747,ITEM_002747,Gas,268.5,24
2748,ITEM_002748,Equipment,274.0,25
2749,ITEM_002749,Packaging,279.5,26
2750,ITEM_002750,Wafer,285.0,27
2751,ITEM_002751,Chemical,290.5,28
2752,ITEM_002752,Gas,296.0,29
2753,ITEM_002753,Equipment,301.5,30
2754,ITEM_002754,Packaging,307.0,31
2755,ITEM_002755,Wafer,312.5,32
2756,ITEM_002756,Chemical,318.0,33
2757,ITEM_002757,Gas,323.5,34
2758,ITEM_002758,Equipment,329.0,35
2759,ITEM_002759,Packaging,334.5,36
2760,ITEM_002760,Wafer,340.0,7
2761,ITEM_002761,Chemical,345.5,8
2762,ITEM_002762,Gas,351.0,9
2763,ITEM_002763,Equipment,356.5,10
2764,ITEM_002764,Packaging,362.0,11
2765,ITEM_002765,Wafer,367.5,12
2766,ITEM_002766,Chemical,373.0,13
2767,ITEM_002767,Gas,378.5,14
2768,ITEM_002768,Equipment,384.0,15
2769,ITEM_002769,Packaging,389.5,16
2770,ITEM_002770,Wafer,395.0,17
2771,ITEM_002771,Chemical,400.5,18
2772,ITEM_002772,Gas,406.0,19
2773,ITEM_002773,Equipment,411.5,20
2774,ITEM_002774,Packaging,417.0,21
2775,ITEM_002775,Wafer,422.5,22
2776,ITEM_002776,Chemical,428.0,23
2777,ITEM_002777,Gas,433.5,24
2778,ITEM_002778,Equipment,439.0,25
2779,ITEM_002779,Packaging,444.5,26
2780,ITEM_002780,Wafer,450.0,27
2781,ITEM_002781,Chemical,455.5,28
2782,ITEM_002782,Gas,461.0,29
2783,ITEM_002783,Equipment,466.5,30
2784,ITEM_002784,Packaging,472.0,31
2785,ITEM_002785,Wafer,477.5,32
2786,ITEM_002786,Chemical,483.0,33
2787,ITEM_002787,Gas,488.5,34
2788,ITEM_002788,Equipment,494.0,35
2789,ITEM_002789,Packaging,499.5,36
2790,ITEM_002790,Wafer,505.0,7
2791,ITEM_002791,Chemical,510.5,8
2792,ITEM_002792,Gas,516.0,9
2793,ITEM_002793,Equipment,521.5,10
2794,ITEM_002794,Packaging,527.0,11
2795,ITEM_002795,Wafer,532.5,12
2796,ITEM_002796,Chemical,538.0,13
2797,ITEM_002797,Gas,543.5,14
2798,ITEM_002798,Equipment,549.0,15
2799,ITEM_002799,Packaging,554.5,16
2800,ITEM_002800,Wafer,10.0,17
2801,ITEM_002801,Chemical,15.5,18
2802,ITEM_002802,Gas,21.0,19
2803,ITEM_002803,Equipment,26.5,20
2804,ITEM_002804,Packaging,32.0,21
2805,ITEM_002805,Wafer,37.5,22
2806,ITEM_002806,Chemical,43.0,23
2807,ITEM_002807,Gas,48.5,24
2808,ITEM_002808,Equipment,54.0,25
2809,ITEM_002809,Packaging,59.5,26
2810,ITEM_002810,Wafer,65.0,27
2811,ITEM_002811,Chemical,70.5,28
2812,ITEM_002812,Gas,76.0,29
2813,ITEM_002813,Equipment,81.5,30
2814,ITEM_002814,Packaging,87.0,31
2815,ITEM_002815,Wafer,92.5,32
2816,ITEM_002816,Chemical,98.0,33
2817,ITEM_002817,Gas,103.5,34
2818,ITEM_002818,Equipment,109.0,35
2819,ITEM_002819,Packaging,114.5,36
2820,ITEM_002820,Wafer,120.0,7
2821,ITEM_002821,Chemical,125.5,8
2822,ITEM_002822,Gas,131.0,9
2823,ITEM_002823,Equipment,136.5,10
2824,ITEM_002824,Packaging,142.0,11
2825,ITEM_002825,Wafer,147.5,12
2826,ITEM_002826,Chemical,153.0,13
2827,ITEM_002827,Gas,158.5,14
2828,ITEM_002828,Equipment,164.0,15
2829,ITEM_002829,Packaging,169.5,16
2830,ITEM_002830,Wafer,175.0,17
2831,ITEM_002831,Chemical,180.5,18
2832,ITEM_002832,Gas,186.0,19
2833,ITEM_002833,Equipment,191.5,20
2834,ITEM_002834,Packaging,197.0,21
2835,ITEM_002835,Wafer,202.5,22
2836,ITEM_002836,Chemical,208.0,23
2837,ITEM_002837,Gas,213.5,24
